Country_or_place,Period_of_time,Year(a),Long_term _average_annual_precipitation_in_depth_(mm/year),Data_source(a),Observations(a),Year(b),Long-term_average_annual_precipitation_in_volume_(10^9 m3/year),Data_source(b),Observations(b),Year(c),National_Rainfall_Index_(NRI)_(mm/year),Data_source(c),Observations(c)
Brunei_Darussalam,1978-1982,1982,2722,E,No_observation,1982,15.71,E,No_observation,1980,3348,E,No_observation
Brunei_Darussalam,1983-1987,1987,2722,E,No_observation,1987,15.71,E,No_observation,1986,3780,E,No_observation
Brunei_Darussalam,1988-1992,1992,2722,E,No_observation,1992,15.71,E,No_observation,1990,2772,E,No_observation
Brunei_Darussalam,1993-1997,1997,2722,E,No_observation,1997,15.71,E,No_observation,1994,2988,E,No_observation
Brunei_Darussalam,1998-2002,2002,2722,E,No_observation,2002,15.71,E,No_observation,1999,3564,E,No_observation
Brunei_Darussalam,2003-2007,2007,2722,E,No_observation,2007,15.71,E,No_observation,,,,No_observation
Brunei_Darussalam,2008-2012,2012,2722,E,No_observation,2012,15.71,E,No_observation,,,,No_observation
Brunei_Darussalam,2013-2017,2017,2722,E,No_observation,2017,15.71,E,No_observation,,,,No_observation
Bulgaria,1958-1962,1962,608,E,No_observation,1962,67.48,E,No_observation,,,,No_observation
Bulgaria,1963-1967,1967,608,E,No_observation,1967,67.48,E,No_observation,1964,686,E,No_observation
Bulgaria,1968-1972,1972,608,E,No_observation,1972,67.48,E,No_observation,1970,677.1,E,No_observation
Bulgaria,1973-1977,1977,608,E,No_observation,1977,67.48,E,No_observation,1973,636,E,No_observation
Bulgaria,1978-1982,1982,608,E,No_observation,1982,67.48,E,No_observation,1980,674,E,No_observation
Bulgaria,1983-1987,1987,608,E,No_observation,1987,67.48,E,No_observation,1983,539.3,E,No_observation
Bulgaria,1988-1992,1992,608,E,No_observation,1992,67.48,E,No_observation,1989,531.8,E,No_observation
Bulgaria,1993-1997,1997,608,E,No_observation,1997,67.48,E,No_observation,1996,541,E,No_observation
Bulgaria,1998-2002,2002,608,E,No_observation,2002,67.48,E,No_observation,1999,543.3,E,No_observation
Bulgaria,2003-2007,2007,608,E,No_observation,2007,67.49,E,No_observation,,,,No_observation
Bulgaria,2008-2012,2012,608,E,No_observation,2012,67.49,E,No_observation,,,,No_observation
Bulgaria,2013-2017,2017,608,E,No_observation,2017,67.49,E,No_observation,,,,No_observation
Burkina_Faso,1958-1962,1962,748,E,No_observation,1962,205.1,E,No_observation,,,,No_observation
Burkina_Faso,1963-1967,1967,748,E,No_observation,1967,205.1,E,No_observation,1965,884.2,E,No_observation
Burkina_Faso,1968-1972,1972,748,E,No_observation,1972,205.1,E,No_observation,1970,810,E,No_observation
Burkina_Faso,1973-1977,1977,748,E,No_observation,1977,205.1,E,No_observation,1975,783.8,E,No_observation
Burkina_Faso,1978-1982,1982,748,E,No_observation,1982,205.1,E,No_observation,1980,754,E,No_observation
Burkina_Faso,1983-1987,1987,748,E,No_observation,1987,205.1,E,No_observation,1987,697.1,E,No_observation
Burkina_Faso,1988-1992,1992,748,E,No_observation,1992,205.1,E,No_observation,1992,788.9,E,No_observation
Burkina_Faso,1993-1997,1997,748,E,No_observation,1997,205.1,E,No_observation,1995,776.3,E,No_observation
Burkina_Faso,1998-2002,2002,748,E,No_observation,2002,205.1,E,No_observation,2000,759,E,No_observation
Burkina_Faso,2003-2007,2007,748,E,No_observation,2007,205.1,E,No_observation,,,,No_observation
Burkina_Faso,2008-2012,2012,748,E,No_observation,2012,205.1,E,No_observation,,,,No_observation
Burkina_Faso,2013-2017,2017,748,E,No_observation,2017,205.1,E,No_observation,,,,No_observation
Burundi,1958-1962,1962,1274,E,No_observation,1962,35.46,E,No_observation,,,,No_observation
Burundi,1963-1967,1967,1274,E,No_observation,1967,35.46,E,No_observation,1966,1085,E,No_observation
Burundi,1968-1972,1972,1274,E,No_observation,1972,35.46,E,No_observation,1969,1060,E,No_observation
Burundi,1973-1977,1977,1274,E,No_observation,1977,35.46,E,No_observation,1976,1052,E,No_observation
Burundi,1978-1982,1982,1274,E,No_observation,1982,35.46,E,No_observation,1978,1030,E,No_observation
Burundi,1983-1987,1987,1274,E,No_observation,1987,35.46,E,No_observation,1983,958.2,E,No_observation
Burundi,1988-1992,1992,1274,E,No_observation,1992,35.46,E,No_observation,1990,962.5,E,No_observation
Burundi,1993-1997,1997,1274,E,No_observation,1997,35.46,E,No_observation,1995,1014,E,No_observation
Burundi,1998-2002,2002,1274,E,No_observation,2002,35.46,E,No_observation,2001,997.8,E,No_observation
Burundi,2003-2007,2007,1274,E,No_observation,2007,35.46,E,No_observation,,,,No_observation
Burundi,2008-2012,2012,1274,E,No_observation,2012,35.46,E,No_observation,,,,No_observation
Burundi,2013-2017,2017,1274,E,No_observation,2017,35.46,E,No_observation,,,,No_observation
Cabo_Verde,1958-1962,1962,228,E,No_observation,1962,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,1963-1967,1967,228,E,No_observation,1967,0.9188,E,No_observation,1965,108,E,No_observation
Cabo_Verde,1968-1972,1972,228,E,No_observation,1972,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,1973-1977,1977,228,E,No_observation,1977,0.9188,E,No_observation,1975,144,E,No_observation
Cabo_Verde,1978-1982,1982,228,E,No_observation,1982,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,1983-1987,1987,228,E,No_observation,1987,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,1988-1992,1992,228,E,No_observation,1992,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,1993-1997,1997,228,E,No_observation,1997,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,1998-2002,2002,228,E,No_observation,2002,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,2003-2007,2007,228,E,No_observation,2007,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,2008-2012,2012,228,E,No_observation,2012,0.9188,E,No_observation,,,,No_observation
Cabo_Verde,2013-2017,2017,228,E,No_observation,2017,0.9188,E,No_observation,,,,No_observation
Cambodia,1958-1962,1962,1904,E,No_observation,1962,344.7,E,No_observation,,,,No_observation
Cambodia,1963-1967,1967,1904,E,No_observation,1967,344.7,E,No_observation,1967,2136,E,No_observation
Cambodia,1968-1972,1972,1904,E,No_observation,1972,344.7,E,No_observation,1972,1904,E,No_observation
Cambodia,1973-1977,1977,1904,E,No_observation,1977,344.7,E,No_observation,1976,2093,E,No_observation
Cambodia,1978-1982,1982,1904,E,No_observation,1982,344.7,E,No_observation,1978,2094,E,No_observation
Cambodia,1983-1987,1987,1904,E,No_observation,1987,344.7,E,No_observation,1985,2089,E,No_observation
Cambodia,1988-1992,1992,1904,E,No_observation,1992,344.7,E,No_observation,1989,1875,E,No_observation
Cambodia,1993-1997,1997,1904,E,No_observation,1997,344.7,E,No_observation,1996,2172,E,No_observation
Cambodia,1998-2002,2002,1904,E,No_observation,2002,344.7,E,No_observation,2001,2348,E,No_observation
Cambodia,2003-2007,2007,1904,E,No_observation,2007,344.7,E,No_observation,,,,No_observation
Cambodia,2008-2012,2012,1904,E,No_observation,2012,344.7,E,No_observation,,,,No_observation
Cambodia,2013-2017,2017,1904,E,No_observation,2017,344.7,E,No_observation,,,,No_observation
Cameroon,1958-1962,1962,1604,E,No_observation,1962,762.6,E,No_observation,,,,No_observation
Cameroon,1963-1967,1967,1604,E,No_observation,1967,762.6,E,No_observation,1965,1820,E,No_observation
Cameroon,1968-1972,1972,1604,E,No_observation,1972,762.6,E,No_observation,1968,1777,E,No_observation
Cameroon,1973-1977,1977,1604,E,No_observation,1977,762.6,E,No_observation,1975,1715,E,No_observation
Cameroon,1978-1982,1982,1604,E,No_observation,1982,762.6,E,No_observation,1980,1788,E,No_observation
Cameroon,1983-1987,1987,1604,E,No_observation,1987,762.6,E,No_observation,1986,1586,E,No_observation
Cameroon,1988-1992,1992,1604,E,No_observation,1992,762.6,E,No_observation,1990,1667,E,No_observation
Cameroon,1993-1997,1997,1604,E,No_observation,1997,762.6,E,No_observation,1995,1699,E,No_observation
Cameroon,1998-2002,2002,1604,E,No_observation,2002,762.6,E,No_observation,2001,1694,E,No_observation
Cameroon,2003-2007,2007,1604,E,No_observation,2007,762.6,E,No_observation,,,,No_observation
Cameroon,2008-2012,2012,1604,E,No_observation,2012,762.6,E,No_observation,,,,No_observation
Cameroon,2013-2017,2017,1604,E,No_observation,2017,762.6,E,No_observation,,,,No_observation
Canada,1958-1962,1962,537,E,No_observation,1962,5362,E,No_observation,,,,No_observation
Canada,1963-1967,1967,537,E,No_observation,1967,5362,E,No_observation,1965,726.5,E,No_observation
Canada,1968-1972,1972,537,E,No_observation,1972,5362,E,No_observation,1972,722.6,E,No_observation
Canada,1973-1977,1977,537,E,No_observation,1977,5362,E,No_observation,1977,738.7,E,No_observation
Canada,1978-1982,1982,537,E,No_observation,1982,5362,E,No_observation,1982,730.7,E,No_observation
Canada,1983-1987,1987,537,E,No_observation,1987,5362,E,No_observation,1986,740.7,E,No_observation
Canada,1988-1992,1992,537,E,No_observation,1992,5362,E,No_observation,1992,679.8,E,No_observation
Canada,1993-1997,1997,537,E,No_observation,1997,5362,E,No_observation,1996,640.8,E,No_observation
Canada,1998-2002,2002,537,E,No_observation,2002,5362,E,No_observation,2001,693.6,E,No_observation
Canada,2003-2007,2007,537,E,No_observation,2007,5362,E,No_observation,,,,No_observation
Canada,2008-2012,2012,537,E,No_observation,2012,5362,E,No_observation,,,,No_observation
Canada,2013-2017,2017,537,E,No_observation,2017,5362,E,No_observation,,,,No_observation
Central_African_Republic,1958-1962,1962,1343,E,No_observation,1962,836.7,E,No_observation,,,,No_observation
Central_African_Republic,1963-1967,1967,1343,E,No_observation,1967,836.7,E,No_observation,1963,1399,E,No_observation
Central_African_Republic,1968-1972,1972,1343,E,No_observation,1972,836.7,E,No_observation,1970,1372,E,No_observation
Central_African_Republic,1973-1977,1977,1343,E,No_observation,1977,836.7,E,No_observation,1974,1358,E,No_observation
Central_African_Republic,1978-1982,1982,1343,E,No_observation,1982,836.7,E,No_observation,1981,1391,E,No_observation
Central_African_Republic,1983-1987,1987,1343,E,No_observation,1987,836.7,E,No_observation,1987,1296,E,No_observation
Central_African_Republic,1988-1992,1992,1343,E,No_observation,1992,836.7,E,No_observation,1991,1349,E,No_observation
Central_African_Republic,1993-1997,1997,1343,E,No_observation,1997,836.7,E,No_observation,1995,1373,E,No_observation
Central_African_Republic,1998-2002,2002,1343,E,No_observation,2002,836.7,E,No_observation,2001,1331,E,No_observation
Central_African_Republic,2003-2007,2007,1343,E,No_observation,2007,836.7,E,No_observation,,,,No_observation
Central_African_Republic,2008-2012,2012,1343,E,No_observation,2012,836.7,E,No_observation,,,,No_observation
Central_African_Republic,2013-2017,2017,1343,E,No_observation,2017,836.7,E,No_observation,,,,No_observation
Chad,1958-1962,1962,322,E,No_observation,1962,413.4,E,No_observation,,,,No_observation
Chad,1963-1967,1967,322,E,No_observation,1967,413.4,E,No_observation,1967,740.9,E,No_observation
Chad,1968-1972,1972,322,E,No_observation,1972,413.4,E,No_observation,1968,683,E,No_observation
Chad,1973-1977,1977,322,E,No_observation,1977,413.4,E,No_observation,1976,649.6,E,No_observation
Chad,1978-1982,1982,322,E,No_observation,1982,413.4,E,No_observation,1978,704.5,E,No_observation
Chad,1983-1987,1987,322,E,No_observation,1987,413.4,E,No_observation,1985,563.3,E,No_observation
Chad,1988-1992,1992,322,E,No_observation,1992,413.4,E,No_observation,1992,658.6,E,No_observation
Chad,1993-1997,1997,322,E,No_observation,1997,413.4,E,No_observation,1996,686.4,E,No_observation
Chad,1998-2002,2002,322,E,No_observation,2002,413.4,E,No_observation,2001,648.2,E,No_observation
Chad,2003-2007,2007,322,E,No_observation,2007,413.4,E,No_observation,,,,No_observation
Chad,2008-2012,2012,322,E,No_observation,2012,413.4,E,No_observation,,,,No_observation
Chad,2013-2017,2017,322,E,No_observation,2017,413.4,E,No_observation,,,,No_observation
Chile,1958-1962,1962,1522,,No_observation,1962,1151,,No_observation,,,,No_observation
Chile,1963-1967,1967,1522,,No_observation,1967,1151,,No_observation,1966,2307,E,No_observation
Chile,1968-1972,1972,1522,,No_observation,1972,1151,,No_observation,1968,2155,E,No_observation
Chile,1973-1977,1977,1522,,No_observation,1977,1151,,No_observation,1973,2125,E,No_observation
Chile,1978-1982,1982,1522,,No_observation,1982,1151,,No_observation,1979,2050,E,No_observation
Chile,1983-1987,1987,1522,,No_observation,1987,1151,,No_observation,1986,2044,E,No_observation
Chile,1988-1992,1992,1522,,No_observation,1992,1151,,No_observation,1990,2166,E,No_observation
Chile,1993-1997,1997,1522,,No_observation,1997,1151,,No_observation,1993,2332,E,No_observation
Chile,1998-2002,2002,1522,,No_observation,2002,1151,,No_observation,2001,2483,E,No_observation
Chile,2003-2007,2007,1522,,No_observation,2007,1151,,No_observation,,,,No_observation
Chile,2008-2012,2012,1522,,No_observation,2012,1151,,No_observation,,,,No_observation
Chile,2013-2017,2017,1522,,No_observation,2017,1151,,No_observation,,,,No_observation
China,1958-1962,1962,645,E,[34],1962,6192,E,No_observation,,,,No_observation
China,1963-1967,1967,645,E,[35],1967,6192,E,No_observation,1967,995.8,E,No_observation
China,1968-1972,1972,645,E,[36],1972,6192,E,No_observation,1968,1026,E,No_observation
China,1973-1977,1977,645,E,[37],1977,6192,E,No_observation,1977,1031,E,No_observation
China,1978-1982,1982,645,E,[38],1982,6192,E,No_observation,1982,1044,E,No_observation
China,1983-1987,1987,645,E,[39],1987,6192,E,No_observation,1985,1015,E,No_observation
China,1988-1992,1992,645,E,[40],1992,6192,E,No_observation,1991,987.5,E,No_observation
China,1993-1997,1997,645,E,[41],1997,6192,E,No_observation,1993,1062,E,No_observation
China,1998-2002,2002,645,E,[42],2002,6192,E,No_observation,1999,1049,E,No_observation
China,2003-2007,2007,645,E,[43],2007,6192,E,No_observation,,,,No_observation
China,2008-2012,2012,645,E,[44],2012,6192,E,No_observation,,,,No_observation
China,2013-2017,2017,645,E,No_observation,2017,6192,E,No_observation,,,,No_observation
Colombia,1958-1962,1962,3240,,[45],1962,3699,,No_observation,,,,No_observation
Colombia,1963-1967,1967,3240,,[46],1967,3699,,No_observation,1966,2811,E,No_observation
Colombia,1968-1972,1972,3240,,[47],1972,3699,,No_observation,1972,2949,E,No_observation
Colombia,1973-1977,1977,3240,,[48],1977,3699,,No_observation,1976,2811,E,No_observation
Colombia,1978-1982,1982,3240,,[49],1982,3699,,No_observation,1978,2877,E,No_observation
Colombia,1983-1987,1987,3240,,[50],1987,3699,,No_observation,1986,2862,E,No_observation
Colombia,1988-1992,1992,3240,,[51],1992,3699,,No_observation,1989,2821,E,No_observation
Colombia,1993-1997,1997,3240,,[52],1997,3699,,No_observation,1994,3063,E,No_observation
Colombia,1998-2002,2002,3240,,[53],2002,3699,,No_observation,2000,2862,E,No_observation
Colombia,2003-2007,2007,3240,,[54],2007,3699,,No_observation,,,,No_observation
Colombia,2008-2012,2012,3240,,[55],2012,3699,,No_observation,,,,No_observation
Colombia,2013-2017,2017,3240,,No_observation,2017,3699,,No_observation,,,,No_observation
Comoros,1958-1962,1962,900,E,No_observation,1962,1.675,E,No_observation,,,,No_observation
Comoros,1963-1967,1967,900,E,No_observation,1967,1.675,E,No_observation,1966,2124,E,No_observation
Comoros,1968-1972,1972,900,E,No_observation,1972,1.675,E,No_observation,1971,2340,E,No_observation
Comoros,1973-1977,1977,900,E,No_observation,1977,1.675,E,No_observation,,,,No_observation
Comoros,1978-1982,1982,900,E,No_observation,1982,1.675,E,No_observation,1978,2484,E,No_observation
Comoros,1983-1987,1987,900,E,No_observation,1987,1.675,E,No_observation,,,,No_observation
Comoros,1988-1992,1992,900,E,No_observation,1992,1.675,E,No_observation,1990,2664,E,No_observation
Comoros,1993-1997,1997,900,E,No_observation,1997,1.675,E,No_observation,1994,2412,E,No_observation
Comoros,1998-2002,2002,900,E,No_observation,2002,1.675,E,No_observation,1999,2304,E,No_observation
Comoros,2003-2007,2007,900,E,No_observation,2007,1.675,E,No_observation,,,,No_observation
Comoros,2008-2012,2012,900,E,No_observation,2012,1.675,E,No_observation,,,,No_observation
Comoros,2013-2017,2017,900,E,No_observation,2017,1.675,E,No_observation,,,,No_observation
Congo,1958-1962,1962,1646,E,No_observation,1962,562.9,E,No_observation,,,,No_observation
Congo,1963-1967,1967,1646,E,No_observation,1967,562.9,E,No_observation,1964,1659,E,No_observation
Congo,1968-1972,1972,1646,E,No_observation,1972,562.9,E,No_observation,1971,1661,E,No_observation
Congo,1973-1977,1977,1646,E,No_observation,1977,562.9,E,No_observation,1975,1633,E,No_observation
Congo,1978-1982,1982,1646,E,No_observation,1982,562.9,E,No_observation,1981,1592,E,No_observation
Congo,1983-1987,1987,1646,E,No_observation,1987,562.9,E,No_observation,1987,1603,E,No_observation
Congo,1988-1992,1992,1646,E,No_observation,1992,562.9,E,No_observation,1990,1616,E,No_observation
Congo,1993-1997,1997,1646,E,No_observation,1997,562.9,E,No_observation,1994,1476,E,No_observation
Congo,1998-2002,2002,1646,E,No_observation,2002,562.9,E,No_observation,2000,1653,E,No_observation
Congo,2003-2007,2007,1646,E,No_observation,2007,562.9,E,No_observation,,,,No_observation
Congo,2008-2012,2012,1646,E,No_observation,2012,562.9,E,No_observation,,,,No_observation
Congo,2013-2017,2017,1646,E,No_observation,2017,562.9,E,No_observation,,,,No_observation
Cook_slands,1958-1962,,,,No_observation,,,,No_observation,,,,No_observation
Cook_slands,1963-1967,,,,No_observation,,,,No_observation,,,,No_observation
Cook_slands,1968-1972,,,,No_observation,,,,No_observation,,,,No_observation
Cook_slands,1973-1977,,,,No_observation,,,,No_observation,,,,No_observation
Cook_slands,1978-1982,,,,No_observation,,,,No_observation,,,,No_observation
Cook_slands,1983-1987,,,,No_observation,,,,No_observation,,,,No_observation
